timestamp,sensor_id,latitude,longitude,pm25,pm10,no2,o3,co,aqi,temperature,humidity
2025-10-31 22:43:47.322289,DL_ITO,28.628,77.2497,337.07,606.72,120.78,94.02,5.041,369,20.3,46.3
2025-11-01 01:43:47.322289,DL_ITO,28.628,77.2497,162.57,292.63,53.9,59.48,1.553,212,26.3,49.1
2025-11-01 04:43:47.322289,DL_ITO,28.628,77.2497,237.13,426.83,54.51,33.23,4.551,286,25.2,57.4
2025-11-01 07:43:47.322289,DL_ITO,28.628,77.2497,133.02,239.44,67.86,85.8,2.551,190,24.2,63.9
2025-11-01 10:43:47.322289,DL_ITO,28.628,77.2497,247.61,445.7,122.59,28.02,5.688,297,17.0,50.8
2025-11-01 13:43:47.322289,DL_ITO,28.628,77.2497,193.27,347.89,95.35,73.7,3.636,242,13.4,53.8
2025-11-01 16:43:47.322289,DL_ITO,28.628,77.2497,211.37,380.46,117.09,28.18,2.821,260,12.0,63.5
2025-11-01 22:43:47.322289,DL_ITO,28.628,77.2497,222.19,399.94,67.19,38.17,3.679,271,19.5,45.6
2025-11-02 01:43:47.322289,DL_ITO,28.628,77.2497,283.11,509.6,51.22,93.21,6.135,326,25.0,55.9
2025-11-02 04:43:47.322289,DL_ITO,28.628,77.2497,97.82,176.07,99.78,36.38,5.781,172,27.0,59.7
2025-11-02 07:43:47.322289,DL_ITO,28.628,77.2497,127.81,230.06,103.06,67.94,3.466,188,26.5,63.0
2025-11-02 10:43:47.322289,DL_ITO,28.628,77.2497,241.11,434.0,123.98,35.53,4.292,290,20.2,46.4
2025-11-02 13:43:47.322289,DL_ITO,28.628,77.2497,163.04,293.47,112.37,83.68,3.703,212,15.2,47.4
2025-11-02 16:43:47.322289,DL_ITO,28.628,77.2497,204.85,368.72,110.03,94.98,6.184,254,12.5,51.7
2025-11-02 22:43:47.322289,DL_ITO,28.628,77.2497,224.41,403.93,120.58,84.48,2.663,274,20.1,48.5
2025-11-03 01:43:47.322289,DL_ITO,28.628,77.2497,270.67,487.2,94.45,50.07,2.034,316,25.3,55.1
2025-11-03 04:43:47.322289,DL_ITO,28.628,77.2497,253.86,456.94,106.79,61.41,5.505,302,27.0,51.6
2025-11-03 07:43:47.322289,DL_ITO,28.628,77.2497,192.15,345.86,55.72,27.01,5.049,241,24.3,53.6
2025-11-03 10:43:47.322289,DL_ITO,28.628,77.2497,332.05,597.7,62.04,34.55,1.568,365,19.8,45.5
2025-11-03 13:43:47.322289,DL_ITO,28.628,77.2497,163.2,293.76,117.33,49.38,3.916,212,13.1,58.5
2025-11-03 16:43:47.322289,DL_ITO,28.628,77.2497,336.7,606.05,94.77,85.37,5.963,369,12.0,39.4
2025-11-03 22:43:47.322289,DL_ITO,28.628,77.2497,301.58,542.84,81.73,93.6,3.815,340,18.0,44.9
2025-11-04 01:43:47.322289,DL_ITO,28.628,77.2497,357.27,643.08,64.21,30.31,2.106,385,25.2,38.8
2025-11-04 04:43:47.322289,DL_ITO,28.628,77.2497,188.39,339.09,116.74,58.18,4.638,237,26.4,40.2
2025-11-04 07:43:47.322289,DL_ITO,28.628,77.2497,170.59,307.06,48.27,36.83,2.809,220,23.4,40.3
2025-11-04 10:43:47.322289,DL_ITO,28.628,77.2497,268.05,482.48,85.27,73.33,1.685,314,18.5,59.0
2025-11-04 13:43:47.322289,DL_ITO,28.628,77.2497,224.77,404.59,51.54,86.15,5.828,274,13.9,36.8
2025-11-04 16:43:47.322289,DL_ITO,28.628,77.2497,312.98,563.36,59.76,39.65,3.241,350,12.0,49.5
2025-11-04 22:43:47.322289,DL_ITO,28.628,77.2497,277.35,499.23,74.51,57.38,5.013,321,19.5,36.1
2025-11-05 01:43:47.322289,DL_ITO,28.628,77.2497,359.47,647.04,85.93,62.25,2.004,387,26.2,48.4
2025-11-05 04:43:47.322289,DL_ITO,28.628,77.2497,192.92,347.25,64.4,43.85,3.273,242,27.0,35.6
2025-11-05 07:43:47.322289,DL_ITO,28.628,77.2497,108.63,195.54,54.58,87.34,4.29,178,24.0,55.4
2025-11-05 10:43:47.322289,DL_ITO,28.628,77.2497,299.23,538.62,84.88,31.08,4.024,339,20.2,52.6
2025-11-05 13:43:47.322289,DL_ITO,28.628,77.2497,214.82,386.67,67.7,50.42,4.536,264,12.0,52.1
2025-11-05 16:43:47.322289,DL_ITO,28.628,77.2497,342.2,615.97,123.92,67.4,2.615,373,12.0,38.1
2025-11-05 22:43:47.322289,DL_ITO,28.628,77.2497,283.84,510.92,59.93,44.96,2.315,326,17.6,61.9
2025-11-06 01:43:47.322289,DL_ITO,28.628,77.2497,300.37,540.67,86.96,53.73,6.117,339,23.0,38.4
2025-11-06 04:43:47.322289,DL_ITO,28.628,77.2497,248.05,446.48,110.37,43.05,2.303,297,27.0,55.1
2025-11-06 07:43:47.322289,DL_ITO,28.628,77.2497,147.69,265.84,89.54,65.01,2.816,198,26.4,58.1
2025-11-06 10:43:47.322289,DL_ITO,28.628,77.2497,302.83,545.09,85.61,41.97,2.04,341,18.7,53.3
2025-11-06 13:43:47.322289,DL_ITO,28.628,77.2497,192.35,346.24,91.5,35.81,3.761,241,12.5,51.0
2025-11-06 16:43:47.322289,DL_ITO,28.628,77.2497,272.98,491.37,50.07,94.3,3.015,318,12.0,59.3
2025-11-06 22:43:47.322289,DL_ITO,28.628,77.2497,285.87,514.56,99.52,78.22,4.3,328,18.0,49.1
2025-11-07 01:43:47.322289,DL_ITO,28.628,77.2497,254.6,458.28,111.45,92.55,2.084,303,26.4,56.9
2025-11-07 04:43:47.322289,DL_ITO,28.628,77.2497,191.13,344.03,59.5,29.65,4.983,240,27.0,52.2
2025-11-07 07:43:47.322289,DL_ITO,28.628,77.2497,146.29,263.32,61.13,36.46,2.272,197,25.8,59.4
2025-11-07 10:43:47.322289,DL_ITO,28.628,77.2497,329.96,593.93,86.85,50.12,5.623,363,19.7,46.8
2025-11-07 13:43:47.322289,DL_ITO,28.628,77.2497,222.43,400.38,82.01,46.1,5.014,272,12.9,50.1
2025-11-07 16:43:47.322289,DL_ITO,28.628,77.2497,330.96,595.74,116.97,51.87,4.055,364,12.0,62.2
2025-11-07 22:43:47.322289,DL_ITO,28.628,77.2497,266.77,480.19,95.22,48.44,2.155,313,20.8,58.8
2025-11-08 01:43:47.322289,DL_ITO,28.628,77.2497,255.54,459.96,87.68,87.57,5.206,304,25.1,39.6
2025-11-08 04:43:47.322289,DL_ITO,28.628,77.2497,130.67,235.21,47.68,64.89,5.084,189,27.0,61.3
2025-11-08 07:43:47.322289,DL_ITO,28.628,77.2497,80.63,145.14,110.7,32.74,5.478,163,24.0,38.8
2025-11-08 10:43:47.322289,DL_ITO,28.628,77.2497,295.54,531.97,63.34,75.56,4.884,336,17.6,54.2
2025-11-08 13:43:47.322289,DL_ITO,28.628,77.2497,156.54,281.77,88.42,42.63,3.125,206,14.1,40.4
2025-11-08 16:43:47.322289,DL_ITO,28.628,77.2497,216.02,388.83,81.96,91.31,2.221,265,12.0,52.6
2025-11-08 22:43:47.322289,DL_ITO,28.628,77.2497,260.05,468.09,93.92,26.27,5.599,307,19.0,63.0
2025-11-09 01:43:47.322289,DL_ITO,28.628,77.2497,315.34,567.62,101.58,35.68,4.209,351,26.3,53.2
2025-11-09 04:43:47.322289,DL_ITO,28.628,77.2497,197.94,356.29,103.92,90.41,5.85,247,26.7,48.5
2025-11-09 07:43:47.322289,DL_ITO,28.628,77.2497,214.86,386.75,49.38,48.46,5.273,264,24.3,35.1
2025-11-09 10:43:47.322289,DL_ITO,28.628,77.2497,265.02,477.03,76.85,62.62,5.823,311,18.3,45.4
2025-11-09 13:43:47.322289,DL_ITO,28.628,77.2497,225.13,405.24,62.97,56.67,2.162,274,13.2,40.3
2025-11-09 16:43:47.322289,DL_ITO,28.628,77.2497,176.45,317.62,78.51,89.04,3.203,226,12.0,52.4
2025-11-09 22:43:47.322289,DL_ITO,28.628,77.2497,185.94,334.69,56.89,54.02,1.901,235,20.8,64.9
2025-11-10 01:43:47.322289,DL_ITO,28.628,77.2497,346.08,622.94,92.63,29.7,5.025,376,24.7,41.3
2025-11-10 04:43:47.322289,DL_ITO,28.628,77.2497,227.84,410.12,47.92,58.04,4.155,277,25.8,37.0
2025-11-10 07:43:47.322289,DL_ITO,28.628,77.2497,157.28,283.11,81.26,61.71,3.572,206,25.8,47.0
2025-11-10 10:43:47.322289,DL_ITO,28.628,77.2497,278.31,500.96,113.94,91.23,3.255,322,17.7,43.1
2025-11-10 13:43:47.322289,DL_ITO,28.628,77.2497,240.58,433.05,77.7,26.78,2.234,290,13.9,56.5
2025-11-10 16:43:47.322289,DL_ITO,28.628,77.2497,275.35,495.64,63.49,72.03,1.593,319,12.0,38.1
2025-11-10 22:43:47.322289,DL_ITO,28.628,77.2497,303.37,546.06,59.28,70.69,2.619,342,20.2,38.0
2025-11-11 01:43:47.322289,DL_ITO,28.628,77.2497,357.96,644.34,111.42,52.8,4.64,386,26.1,41.1
2025-11-11 04:43:47.322289,DL_ITO,28.628,77.2497,194.82,350.67,116.71,25.91,1.902,244,26.2,41.2
2025-11-11 07:43:47.322289,DL_ITO,28.628,77.2497,84.29,151.73,110.4,48.93,2.719,165,26.2,46.4
2025-11-11 10:43:47.322289,DL_ITO,28.628,77.2497,396.0,712.8,66.45,68.69,3.424,416,19.4,51.6
2025-11-11 13:43:47.322289,DL_ITO,28.628,77.2497,162.3,292.13,106.09,34.81,5.582,211,15.1,49.6
2025-11-11 16:43:47.322289,DL_ITO,28.628,77.2497,257.13,462.83,108.99,54.76,1.606,305,12.6,43.1
2025-11-11 22:43:47.322289,DL_ITO,28.628,77.2497,388.38,699.08,56.15,83.45,6.127,410,18.0,50.8
2025-11-12 01:43:47.322289,DL_ITO,28.628,77.2497,352.3,634.14,66.78,26.29,5.797,381,23.3,38.5
2025-11-12 04:43:47.322289,DL_ITO,28.628,77.2497,167.25,301.05,97.11,83.08,2.47,216,27.0,35.3
2025-11-12 07:43:47.322289,DL_ITO,28.628,77.2497,173.16,311.68,117.0,86.17,4.308,222,23.2,53.0
2025-11-12 10:43:47.322289,DL_ITO,28.628,77.2497,285.26,513.47,78.5,51.82,3.939,327,20.7,36.4
2025-11-12 13:43:47.322289,DL_ITO,28.628,77.2497,252.85,455.13,104.04,30.8,4.335,301,12.0,42.4
2025-11-12 16:43:47.322289,DL_ITO,28.628,77.2497,217.96,392.33,102.52,45.8,4.162,267,12.0,49.3
2025-11-12 22:43:47.322289,DL_ITO,28.628,77.2497,270.23,486.41,119.95,76.28,2.51,315,19.7,35.9
2025-11-13 01:43:47.322289,DL_ITO,28.628,77.2497,349.71,629.48,84.71,66.78,3.071,379,22.9,58.1
2025-11-13 04:43:47.322289,DL_ITO,28.628,77.2497,171.67,309.0,51.01,75.97,3.829,221,25.4,55.7
2025-11-13 07:43:47.322289,DL_ITO,28.628,77.2497,88.77,159.78,108.95,73.63,2.779,167,25.9,52.7
2025-11-13 10:43:47.322289,DL_ITO,28.628,77.2497,309.39,556.91,52.33,89.21,2.143,347,18.4,63.5
2025-11-13 13:43:47.322289,DL_ITO,28.628,77.2497,179.66,323.39,114.84,76.26,5.291,229,13.5,54.8
2025-11-13 16:43:47.322289,DL_ITO,28.628,77.2497,269.87,485.77,112.94,42.48,3.8,315,12.0,41.6
2025-11-13 22:43:47.322289,DL_ITO,28.628,77.2497,334.91,602.83,100.79,45.81,5.845,367,17.1,64.1
2025-11-14 01:43:47.322289,DL_ITO,28.628,77.2497,330.76,595.37,82.94,85.34,5.469,364,26.4,44.6
2025-11-14 04:43:47.322289,DL_ITO,28.628,77.2497,176.23,317.21,51.16,73.74,3.097,225,25.5,56.7
2025-11-14 07:43:47.322289,DL_ITO,28.628,77.2497,171.12,308.02,70.22,62.76,5.216,220,22.9,44.6
2025-11-14 10:43:47.322289,DL_ITO,28.628,77.2497,360.12,648.22,63.64,26.71,5.589,387,19.5,35.6
2025-11-14 13:43:47.322289,DL_ITO,28.628,77.2497,243.76,438.76,87.31,90.73,5.254,293,14.8,64.9
2025-11-14 16:43:47.322289,DL_ITO,28.628,77.2497,327.85,590.13,83.39,68.93,5.606,361,12.0,64.5
2025-11-14 22:43:47.322289,DL_ITO,28.628,77.2497,274.83,494.69,78.42,54.49,4.967,319,20.1,42.2
2025-11-15 01:43:47.322289,DL_ITO,28.628,77.2497,232.04,417.68,68.7,41.35,1.698,281,23.8,35.5
2025-11-15 04:43:47.322289,DL_ITO,28.628,77.2497,142.14,255.84,79.22,51.9,4.694,195,27.0,41.5
2025-11-15 07:43:47.322289,DL_ITO,28.628,77.2497,106.68,192.03,120.58,57.72,4.383,176,26.2,40.0
2025-11-15 10:43:47.322289,DL_ITO,28.628,77.2497,211.03,379.86,63.53,90.99,4.553,260,21.0,53.2
2025-11-15 13:43:47.322289,DL_ITO,28.628,77.2497,111.53,200.75,62.64,38.05,5.164,179,12.0,45.5
2025-11-15 16:43:47.322289,DL_ITO,28.628,77.2497,212.15,381.87,122.53,86.87,5.86,261,12.0,64.8
2025-11-15 22:43:47.322289,DL_ITO,28.628,77.2497,211.69,381.04,100.68,35.77,5.334,261,20.0,41.7
2025-11-16 01:43:47.322289,DL_ITO,28.628,77.2497,197.11,354.81,87.96,66.51,4.226,246,23.6,37.7
2025-11-16 04:43:47.322289,DL_ITO,28.628,77.2497,159.83,287.69,116.1,91.9,5.552,209,25.5,59.3
2025-11-16 07:43:47.322289,DL_ITO,28.628,77.2497,136.66,246.0,89.07,31.09,3.42,192,25.3,46.2
2025-11-16 10:43:47.322289,DL_ITO,28.628,77.2497,279.42,502.96,51.48,40.41,4.711,323,19.0,37.3
2025-11-16 13:43:47.322289,DL_ITO,28.628,77.2497,136.3,245.34,84.61,58.64,4.284,192,14.7,59.7
2025-11-16 16:43:47.322289,DL_ITO,28.628,77.2497,262.15,471.86,66.36,86.5,5.248,309,12.0,54.8
2025-11-16 22:43:47.322289,DL_ITO,28.628,77.2497,181.35,326.43,114.38,74.59,5.434,230,20.4,55.9
2025-11-17 01:43:47.322289,DL_ITO,28.628,77.2497,365.75,658.35,57.69,86.66,5.598,392,25.7,35.9
2025-11-17 04:43:47.322289,DL_ITO,28.628,77.2497,293.7,528.67,55.31,48.46,4.994,334,27.0,39.8
2025-11-17 07:43:47.322289,DL_ITO,28.628,77.2497,167.81,302.06,45.51,45.09,4.4,217,24.7,64.4
2025-11-17 10:43:47.322289,DL_ITO,28.628,77.2497,341.43,614.57,65.78,69.38,4.038,372,19.5,58.4
2025-11-17 13:43:47.322289,DL_ITO,28.628,77.2497,243.1,437.58,122.04,48.93,4.473,292,13.5,63.0
2025-11-17 16:43:47.322289,DL_ITO,28.628,77.2497,262.87,473.16,119.98,73.15,1.819,309,12.0,44.0
2025-11-17 22:43:47.322289,DL_ITO,28.628,77.2497,287.65,517.77,72.67,68.46,1.715,329,19.3,61.1
2025-11-18 01:43:47.322289,DL_ITO,28.628,77.2497,332.4,598.31,122.51,77.48,2.111,365,26.6,57.7
2025-11-18 04:43:47.322289,DL_ITO,28.628,77.2497,227.19,408.95,99.66,56.21,2.786,276,27.0,64.9
2025-11-18 07:43:47.322289,DL_ITO,28.628,77.2497,69.67,125.41,81.11,36.45,5.236,157,24.4,55.8
2025-11-18 10:43:47.322289,DL_ITO,28.628,77.2497,370.28,666.51,121.07,35.57,3.532,395,18.1,63.3
2025-11-18 13:43:47.322289,DL_ITO,28.628,77.2497,284.86,512.74,96.08,52.83,2.789,327,13.0,64.5
2025-11-18 16:43:47.322289,DL_ITO,28.628,77.2497,314.84,566.71,62.05,27.18,4.563,351,12.0,46.1
2025-11-18 22:43:47.322289,DL_ITO,28.628,77.2497,293.9,529.03,82.86,92.77,2.372,334,20.5,61.1
2025-11-19 01:43:47.322289,DL_ITO,28.628,77.2497,353.72,636.69,105.88,68.84,2.117,382,26.0,36.0
2025-11-19 04:43:47.322289,DL_ITO,28.628,77.2497,261.34,470.41,94.33,80.76,3.763,308,27.0,38.5
2025-11-19 07:43:47.322289,DL_ITO,28.628,77.2497,166.08,298.95,61.04,59.41,1.802,215,24.4,52.5
2025-11-19 10:43:47.322289,DL_ITO,28.628,77.2497,295.11,531.2,108.8,46.73,3.64,335,18.1,35.3
2025-11-19 13:43:47.322289,DL_ITO,28.628,77.2497,225.51,405.93,93.0,45.42,4.766,275,13.3,60.8
2025-11-19 16:43:47.322289,DL_ITO,28.628,77.2497,251.4,452.51,48.17,58.64,1.993,300,12.1,42.3
2025-11-19 22:43:47.322289,DL_ITO,28.628,77.2497,398.25,716.85,89.77,25.68,3.034,418,19.8,50.5
2025-11-20 01:43:47.322289,DL_ITO,28.628,77.2497,324.51,584.11,73.05,27.32,1.869,359,23.0,46.9
2025-11-20 04:43:47.322289,DL_ITO,28.628,77.2497,240.25,432.45,109.05,39.01,2.287,289,27.0,38.1
2025-11-20 07:43:47.322289,DL_ITO,28.628,77.2497,108.58,195.44,101.52,27.21,5.9,177,25.2,36.6
2025-11-20 10:43:47.322289,DL_ITO,28.628,77.2497,397.89,716.2,102.13,81.12,3.095,417,20.5,59.4
2025-11-20 13:43:47.322289,DL_ITO,28.628,77.2497,246.75,444.15,116.59,63.33,5.341,296,12.0,48.6
2025-10-21 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,344.94,620.89,49.83,42.3,2.25,375,12.0,61.2
2025-10-21 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,306.38,551.48,123.07,48.58,2.356,344,17.9,58.7
2025-10-22 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,320.45,576.8,102.54,40.99,6.183,356,24.9,64.2
2025-10-22 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,315.28,567.5,60.96,72.62,1.839,351,27.0,35.9
2025-10-22 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,138.94,250.08,103.17,76.99,3.5,193,26.1,45.4
2025-10-22 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,254.68,458.42,124.01,27.81,5.575,303,18.5,52.4
2025-10-22 13:43:47.322289,DL_RK_PURAM,28.5672,77.1822,296.94,534.5,114.87,88.05,3.482,337,13.3,43.3
2025-10-22 16:43:47.322289,DL_RK_PURAM,28.5672,77.1822,257.15,462.87,117.99,39.75,4.428,305,12.0,53.9
2025-10-22 22:43:47.322289,DL_RK_PURAM,28.5672,77.1822,273.44,492.19,117.72,37.58,2.616,318,19.9,64.1
2025-10-23 01:43:47.322289,DL_RK_PURAM,28.5672,77.1822,337.25,607.05,113.35,59.46,2.662,369,23.4,61.1
2025-10-23 04:43:47.322289,DL_RK_PURAM,28.5672,77.1822,260.45,468.82,92.44,36.45,3.338,308,26.4,64.1
2025-10-23 07:43:47.322289,DL_RK_PURAM,28.5672,77.1822,35.29,63.52,97.54,47.76,5.135,99,23.7,38.9
2025-10-23 10:43:47.322289,DL_RK_PURAM,28.5672,77.1822,319.54,575.18,50.88,36.88,3.943,355,17.9,45.1
